"","Alpha.1.Antichymotrypsin..AACT...ug.ml.","Alpha.1.Antitrypsin..AAT...mg.mL.","Angiotensin.Converting.Enzyme..ACE...ng.ml.","Adiponectin..ug.mL.","Angiopoietin.2..ANG.2...ng.mL.","Angiotensinogen..ng.mL.","Apolipoprotein.A.IV..Apo.A.IV...ug.ml.","Apolipoprotein.C.I..Apo.C.I...ng.ml.","Apolipoprotein.E..Apo.E...ug.ml.","Apolipoprotein.H..Apo.H...ug.mL.","AXL.Receptor.Tyrosine.Kinase..AXL...ng.mL.","Beta.2.Microglobulin..B2M...ug.mL.","Brain.Derived.Neurotrophic.Factor..BDNF...ng.mL.","Bone.Morphogenetic.Protein.6..BMP.6...ng.mL.","Complement.C3..C3...mg.mL.","Clusterin..CLU...ug.ml.","Complement.Factor.H..ug.ml.","Cortisol..Cortisol...ng.ml.","C.peptide..ng.ml.","Epidermal.Growth.Factor.Receptor..EGFR...ng.mL.","E.Selectin..ng.mL.","Factor.VII..ng.mL.","Fibrinogen..mg.mL.","Ferritin..FRTN...ng.mL.","Chemokine.CC.4..HCC.4...ng.mL.","Hepatocyte.Growth.Factor..HGF...ng.mL.","Immunoglobulin.A..IgA...mg.mL.","Insulin.like.Growth.Factor.Binding.Prote..ng.mL.","Interleukin.6.receptor..IL.6r...ng.mL.","Leptin..ng.mL.","Matrix.Metalloproteinase.9..total..MMP.9..ng.ml.","Neuronal.Cell.Adhesion.Molecule..Nr.CAM...ng.mL.","Osteopontin..ng.ml.","Plasminogen.Activator.Inhibitor.1..PAI.1..ng.mL.","Pulmonary.and.Activation.Regulated.Chemo..ng.mL.","Placenta.Growth.Factor..PLGF...pg.ml.","Prolactin..PRL...ng.ml.","Receptor.for.advanced.glycosylation.end..ng.mL.","T.Cell.Specific.Protein.RANTES..RANTES...ng.mL.","Resistin..ng.ml.","Serum.Amyloid.P.Component..SAP...ug.mL.","Superoxide.Dismutase.1..Soluble..SOD.1...ng.mL.","Sortilin..ng.mL.","Thyroxine.Binding.Globulin..TBG...ug.mL.","Thrombomodulin..TM...ng.ml.","Tumor.Necrosis.Factor.Receptor.Like.2..T..ng.mL.","TNF.Related.Apoptosis.Inducing.Ligand.Re..ng.mL.","Thyroid.Stimulating.Hormone...TSH...uIU.mL.","Transthyretin..TTR...mg.dl.","Vascular.Cell.Adhesion.Molecule.1..VCAM...ng.mL.","Vitamin.K.Dependent.Protein.S..VKDPS...ug.ml."
"Alpha.1.Antichymotrypsin..AACT...ug.ml.",1,0.674071781977599,0.495280639134969,0.557227728260899,0.558402990776477,0.450434541004561,0.480433517465026,0.506902847972304,0.522772815180302,0.518337629375377,0.450165965390022,0.564880144564451,0.513320092295604,0.497001652385449,0.564505131180135,0.495940883328855,0.519960258812907,0.531689468854085,0.481241739417841,0.503581043524162,0.530887822568011,0.483586812164801,0.634172271238551,0.513301406285417,0.515451610394819,0.55111307170717,0.541804819944563,0.570152685250121,0.47718498171593,0.499399061214519,0.492478498328323,0.477462438134549,0.55600488846983,0.496431566107452,0.551235635454716,0.502820582915577,0.500253587954095,0.499869427257488,0.509038776819139,0.543817723677752,0.58359000463659,0.49997513576848,0.487860083303566,0.557233845028558,0.487729648420989,0.558975267268769,0.50803123979592,0.496931429355648,0.440283265707167,0.520351787372134,0.581909591888816
"Alpha.1.Antitrypsin..AAT...mg.mL.",0.674071781977599,1,0.471708321545022,0.56571453038152,0.544642037892143,0.480508036347344,0.480403337749225,0.559150731284058,0.52013560231789,0.632068443870933,0.51720273203797,0.604357126254183,0.503006685650443,0.466951860046344,0.679990505887951,0.558769454226938,0.535669973389742,0.511361938051007,0.519553735721582,0.497875524920085,0.527261776590897,0.50908281883227,0.680746817780917,0.468898440375437,0.544094459934116,0.608926991570791,0.579545345877826,0.513326116057882,0.542530155006429,0.517736723524808,0.548112775874227,0.563766363298728,0.517610586296574,0.484797693670208,0.554091315714767,0.462068278112283,0.464539958694705,0.538171109403157,0.497255220899485,0.531294316807952,0.602413167451879,0.483151511482941,0.531123483224759,0.674617892124059,0.511993816566366,0.62788099769888,0.527465746699645,0.513936127352477,0.495398839383049,0.596915910199219,0.582080168925007
"Angiotensin.Converting.Enzyme..ACE...ng.ml.",0.495280639134969,0.471708321545022,1,0.499723362507757,0.57112781807995,0.553162312422526,0.555167594614721,0.494864424915092,0.514204316506599,0.519033892062585,0.564528582525057,0.540858493384269,0.458825741288005,0.499264393150044,0.483307479419406,0.515357496253303,0.489053294942999,0.499717734174107,0.511626193274051,0.514264264562315,0.59516059081022,0.544679470217324,0.47627554380261,0.473598482180171,0.492189720789436,0.518394923552462,0.490886274934973,0.50297755776144,0.544607724009062,0.52755975496747,0.506911599596377,0.551587136637736,0.530213902280466,0.455867778722071,0.509120582601846,0.483632376156044,0.524075689511282,0.558435804241966,0.469708210927337,0.522688732299829,0.488917347360529,0.500896258823267,0.523487673615102,0.463538083053639,0.584581662924788,0.535005419708123,0.488309012666469,0.494199046811361,0.509861322632554,0.550851085826237,0.498525954393397
"Adiponectin..ug.mL.",0.557227728260899,0.56571453038152,0.499723362507757,1,0.592004298180541,0.552909479501849,0.514160504244089,0.632946136716679,0.50814386973145,0.490599906391321,0.503732883365186,0.503388205904769,0.528148153172935,0.506621111693175,0.410660883463899,0.509147028967203,0.489834992425566,0.526170567381888,0.345186656623448,0.510340124875265,0.416558893343806,0.460635186644151,0.463470849132768,0.459560534938003,0.479988386560483,0.492834608241612,0.491620904340081,0.678097970710245,0.494993903783841,0.38065805866702,0.45371263261869,0.521642891410798,0.552443906818298,0.415987270475214,0.473806394035668,0.506826048651671,0.495454151149635,0.587978342622058,0.534681812834305,0.483233142679517,0.399093518876966,0.461455040235955,0.489947590389333,0.50036122667172,0.530555319261801,0.519626523594512,0.5179552756979,0.511252309678554,0.469325507899306,0.578653467608266,0.49145373245372
"Angiopoietin.2..ANG.2...ng.mL.",0.558402990776477,0.544642037892143,0.57112781807995,0.592004298180541,1,0.54331329938486,0.493690430661323,0.438557216949019,0.572452537143523,0.526851008193751,0.594624383876987,0.638509830240993,0.485831551568259,0.551867972267709,0.492744420943107,0.490215618115242,0.512094885457073,0.603078188036813,0.547396967849245,0.54023005696296,0.601955896690211,0.557636459516726,0.56414681722962,0.504193096370315,0.593337422419909,0.665381736554436,0.504199600035338,0.746575524159373,0.573512967805755,0.505280633620541,0.500406507606021,0.59735327849669,0.637757782968482,0.462320828706024,0.598836267164959,0.55562909531138,0.598465887429731,0.578876856974789,0.496422171061547,0.605712252002102,0.548552544031025,0.532380495683901,0.566856948486667,0.5119543417752,0.643442430949511,0.676987100281862,0.568286072488305,0.527824069443442,0.451451764185087,0.61606933792516,0.552495608962413
"Angiotensinogen..ng.mL.",0.450434541004561,0.480508036347344,0.553162312422526,0.552909479501849,0.54331329938486,1,0.57127125358312,0.446643298048356,0.444830635188744,0.487079693028436,0.518201315913507,0.538434190098094,0.522566608479236,0.464052515333896,0.476579085712597,0.59474279828294,0.520881346553767,0.529270483606129,0.45388465022411,0.422988833723547,0.489935591398738,0.495594166262112,0.484502783730243,0.536398710988411,0.512822910898811,0.532679519670124,0.50784386885605,0.566947730855906,0.503325022994812,0.467958663660606,0.48938176101638,0.493421963754064,0.495640405963713,0.507226460122243,0.512328658279204,0.546556714192815,0.478485578550091,0.478528989292975,0.53069552217013,0.522035270906876,0.524044804994679,0.454430632847641,0.529266780249877,0.488254574499638,0.546638335696962,0.557482857911312,0.547319883755002,0.477240924670671,0.563824866009183,0.535468148294586,0.451803201047433
"Apolipoprotein.A.IV..Apo.A.IV...ug.ml.",0.480433517465026,0.480403337749225,0.555167594614721,0.514160504244089,0.493690430661323,0.57127125358312,1,0.516914231425256,0.499343984609273,0.542073827783682,0.522376063219918,0.513284349658606,0.499063409331194,0.501342738004965,0.493981016552199,0.575953463274927,0.525129603514835,0.493628244183827,0.501479289104331,0.487635969614766,0.476270228201726,0.554179118866778,0.487262479590267,0.448450892708518,0.504050678603171,0.510131543735258,0.443043845722114,0.487070805159326,0.493863814928835,0.523119160518227,0.488782761025929,0.472085048401153,0.399896897254518,0.505381409927626,0.507359416434146,0.449462973524735,0.487165969090282,0.526582391024479,0.50455570696997,0.489296752128777,0.531650831071917,0.492395785712236,0.47920563320641,0.509415171191025,0.566591005696853,0.53557401780877,0.49857231130742,0.515052127709114,0.528418926827378,0.481988570170698,0.494208723922197
"Apolipoprotein.C.I..Apo.C.I...ng.ml.",0.506902847972304,0.559150731284058,0.494864424915092,0.632946136716679,0.438557216949019,0.446643298048356,0.516914231425256,1,0.706139790517155,0.631469242691465,0.43819236734249,0.478309305406588,0.517814230783454,0.51295423132986,0.565405863859536,0.608756130736506,0.56362610791119,0.459072428571751,0.46090319823083,0.587441780450802,0.454866085075096,0.581618317639928,0.539983276436961,0.460765660222298,0.496397649838992,0.447981553317073,0.509308567931666,0.487032344278189,0.527405242350373,0.494716251615441,0.524652025111175,0.489055625634598,0.41221750535695,0.508180679797486,0.466587358428809,0.444583987683897,0.444356657291698,0.498567123929943,0.50459583950618,0.428652191250361,0.519603309766667,0.49338327006683,0.537974142163318,0.570449452142355,0.430133302722104,0.461226902827689,0.414728131487747,0.527895027889175,0.685339064259829,0.486548510004566,0.638998725876582
"Apolipoprotein.E..Apo.E...ug.ml.",0.522772815180302,0.52013560231789,0.514204316506599,0.50814386973145,0.572452537143523,0.444830635188744,0.499343984609273,0.706139790517155,1,0.594492447104353,0.513966842391122,0.567033303887665,0.514068761617787,0.549182932596949,0.5869444709079,0.591835199003355,0.551029536063873,0.472614987009108,0.555902340394093,0.570695215273544,0.535602923909589,0.61661072035126,0.597311539417411,0.522462686986561,0.590092199234702,0.577173036602618,0.532623129553787,0.531011145381177,0.559398696913094,0.525945857026165,0.531622925256741,0.542285771121044,0.50497274499788,0.523486802736478,0.539505590802997,0.526291535369706,0.529149894447905,0.532283247991573,0.488889455756114,0.532693654028764,0.61300254740672,0.528817560283977,0.571024400846928,0.571362206342195,0.529680083591738,0.55783242356083,0.465283673708247,0.536553932833644,0.560085941685924,0.52660568044501,0.61138341668399
"Apolipoprotein.H..Apo.H...ug.mL.",0.518337629375377,0.632068443870933,0.519033892062585,0.490599906391321,0.526851008193751,0.487079693028436,0.542073827783682,0.631469242691465,0.594492447104353,1,0.564467865254094,0.65131484529992,0.440160847921422,0.539066530869478,0.663818573596719,0.679194027793116,0.618949522804846,0.488949011470359,0.585263084002023,0.53640534586446,0.526072868222436,0.584765142960366,0.635770108280582,0.508914830975655,0.597572780713449,0.602001319635611,0.484810188198984,0.448365227528626,0.564076266543435,0.568329857818634,0.514100451122743,0.539717936889817,0.510336211985391,0.476113148204594,0.549712377680504,0.472124281250311,0.536934064076796,0.566137494045623,0.44689702006596,0.558222139651906,0.637193864801525,0.471110052909496,0.492721757653057,0.646321135884895,0.651643558022239,0.642613076438256,0.507774818588089,0.517457317464415,0.687601063589694,0.586448339389036,0.638620658568756
"AXL.Receptor.Tyrosine.Kinase..AXL...ng.mL.",0.450165965390022,0.51720273203797,0.564528582525057,0.503732883365186,0.594624383876987,0.518201315913507,0.522376063219918,0.43819236734249,0.513966842391122,0.564467865254094,1,0.694989374827208,0.425240651541266,0.521786145066791,0.430833414131174,0.543515530889817,0.528577961980372,0.512647112832168,0.572059983598783,0.516694462269884,0.543763143708109,0.513962839856547,0.450517269124895,0.527712868803912,0.524838411262018,0.607171167730284,0.456291101939746,0.523575046327266,0.584446937520477,0.551597444625257,0.562328783965476,0.634578666657021,0.589458683459016,0.42552531402332,0.542629304585578,0.50984208783893,0.564126602718307,0.596613729367212,0.435833683072242,0.635464598868147,0.428270432545892,0.474367490272134,0.530095779412003,0.526213076437886,0.76727156562579,0.761429944217836,0.577208116238699,0.54206314226786,0.529374169575445,0.763925214267604,0.445012290947549
"Beta.2.Microglobulin..B2M...ug.mL.",0.564880144564451,0.604357126254183,0.540858493384269,0.503388205904769,0.638509830240993,0.538434190098094,0.513284349658606,0.478309305406588,0.567033303887665,0.65131484529992,0.694989374827208,1,0.487456981094666,0.508005307438726,0.588037442460191,0.57861686765082,0.585281412185908,0.536744388376609,0.631853266833627,0.437997159866321,0.565402383111638,0.530372188968325,0.611737041343231,0.553106116405411,0.66068825432708,0.734150811531691,0.536930741410288,0.526634620462582,0.561583639243487,0.617488428039519,0.560103734233708,0.601633829745882,0.6508098064869,0.520504196130485,0.683273311383845,0.538647505475586,0.575574573384621,0.574514684668327,0.502674141146634,0.715972009023869,0.604490606443621,0.5211227471773,0.580782529090282,0.613352593250809,0.76986571592974,0.90251754684329,0.627662863306039,0.550366632932906,0.529940375464974,0.807398939265612,0.547462157865448
"Brain.Derived.Neurotrophic.Factor..BDNF...ng.mL.",0.513320092295604,0.503006685650443,0.458825741288005,0.528148153172935,0.485831551568259,0.522566608479236,0.499063409331194,0.517814230783454,0.514068761617787,0.440160847921422,0.425240651541266,0.487456981094666,1,0.509289968720279,0.523939483188119,0.482182316058502,0.544443201881461,0.483816401936938,0.410395145428116,0.541720147962301,0.460291017614397,0.526879167068798,0.50958045484973,0.497540001476225,0.47655908720718,0.510450063653282,0.556921435726688,0.486676570320211,0.506639589387873,0.503132374848511,0.522449330759658,0.462924090273895,0.446579932985457,0.832261893461688,0.490518872491437,0.551564090668508,0.465251350876347,0.492608567645001,0.90476903251881,0.494301382936744,0.478405505795173,0.714323008086913,0.677204347016552,0.519455140660921,0.443579731028164,0.469865756942166,0.473098521024094,0.509073145379443,0.47288376632257,0.455771154441999,0.583751296270351
"Bone.Morphogenetic.Protein.6..BMP.6...ng.mL.",0.497001652385449,0.466951860046344,0.499264393150044,0.506621111693175,0.551867972267709,0.464052515333896,0.501342738004965,0.51295423132986,0.549182932596949,0.539066530869478,0.521786145066791,0.508005307438726,0.509289968720279,1,0.502438802807254,0.556277438006572,0.555346586676288,0.542196281089139,0.503083388379013,0.596191954604442,0.510504697783987,0.512041990362248,0.521198756116115,0.477242191979544,0.53440077414148,0.541567093936851,0.451322525062308,0.518326060989007,0.506484591402646,0.489601828905598,0.469582638670283,0.574341564547828,0.522015085116875,0.495213729506585,0.520694832387596,0.55769508408658,0.527884466021757,0.559400411692905,0.514508311939068,0.523433427843596,0.53024060793669,0.517027856390789,0.539408104322636,0.530933593678952,0.557516661604445,0.508229679786251,0.534798180621098,0.519522082435151,0.508423080547327,0.520148649075608,0.569628416798992
"Complement.C3..C3...mg.mL.",0.564505131180135,0.679990505887951,0.483307479419406,0.410660883463899,0.492744420943107,0.476579085712597,0.493981016552199,0.565405863859536,0.5869444709079,0.663818573596719,0.430833414131174,0.588037442460191,0.523939483188119,0.502438802807254,1,0.638010275887251,0.588110985372009,0.459272476064533,0.591954783107753,0.565470993011981,0.57947493870427,0.60342864305583,0.766791831302697,0.52433800342904,0.567947655462019,0.581114254266702,0.670170758445626,0.365974569727315,0.531215526711362,0.638167704139899,0.553110642848095,0.544315603837269,0.441779415758643,0.590349505487884,0.569390645860177,0.523082528390583,0.476183221976552,0.461559610808265,0.51770273699212,0.532775067651747,0.731336272828244,0.533055195951282,0.5691428196205,0.693637798780632,0.462374039967114,0.556380366096479,0.47396541997835,0.481171136082789,0.551075995955814,0.500289067221859,0.674388117798665
"Clusterin..CLU...ug.ml.",0.495940883328855,0.558769454226938,0.515357496253303,0.509147028967203,0.490215618115242,0.59474279828294,0.575953463274927,0.608756130736506,0.591835199003355,0.679194027793116,0.543515530889817,0.57861686765082,0.482182316058502,0.556277438006572,0.638010275887251,1,0.609830124305444,0.50686398193487,0.50232923428687,0.615521944916781,0.502225595781349,0.561232500912447,0.613508439966394,0.518524891345087,0.535013265391227,0.506400616196833,0.505980050136849,0.434410349111512,0.534623956962522,0.540826695507786,0.495342410493007,0.554753134086888,0.44143728371339,0.525870419926244,0.523629883890727,0.535717831102712,0.489114686492589,0.538686216424558,0.497231658582523,0.507092160022425,0.62130605565598,0.489451393386211,0.556290971353078,0.619774601278506,0.567035251509261,0.549527670122853,0.475830154781137,0.496166592665036,0.704598815654507,0.555935928854002,0.593732519414748
"Complement.Factor.H..ug.ml.",0.519960258812907,0.535669973389742,0.489053294942999,0.489834992425566,0.512094885457073,0.520881346553767,0.525129603514835,0.56362610791119,0.551029536063873,0.618949522804846,0.528577961980372,0.585281412185908,0.544443201881461,0.555346586676288,0.588110985372009,0.609830124305444,1,0.513021332917506,0.544856244640752,0.550654147103421,0.54169496734287,0.547173656808148,0.579784827909695,0.538761171971901,0.607946587273047,0.581541963588811,0.530170247018217,0.465599349406332,0.552140720632522,0.571746367792032,0.573196121624367,0.50003456569468,0.491849480317634,0.565915199835099,0.551982799035223,0.545138772281372,0.48943979515406,0.514507066493934,0.533679089405605,0.557707021505796,0.580907091138267,0.547423549352955,0.536362470260094,0.623084723395206,0.537698788466963,0.57510369023366,0.517247964943163,0.545370388043946,0.59129615226152,0.515595554836722,0.619424212141652
"Cortisol..Cortisol...ng.ml.",0.531689468854085,0.511361938051007,0.499717734174107,0.526170567381888,0.603078188036813,0.529270483606129,0.493628244183827,0.459072428571751,0.472614987009108,0.488949011470359,0.512647112832168,0.536744388376609,0.483816401936938,0.542196281089139,0.459272476064533,0.50686398193487,0.513021332917506,1,0.463670918699953,0.534965931414972,0.517766826894897,0.500283612341065,0.490433711724652,0.50034185815079,0.518201266410376,0.551775879696434,0.507586035680374,0.580047457091386,0.494929186216449,0.480046684991393,0.481543327998475,0.517193490193024,0.57620617142637,0.516618172541196,0.553678806818295,0.538138322751499,0.579164097707679,0.528946983385382,0.491450364511139,0.543244173352957,0.519924469484601,0.497462810411667,0.49690052373903,0.500378543251039,0.553122191934575,0.54351940544328,0.525045351922874,0.516121867239714,0.525734815759897,0.546454376252731,0.539193248462234
"C.peptide..ng.ml.",0.481241739417841,0.519553735721582,0.511626193274051,0.345186656623448,0.547396967849245,0.45388465022411,0.501479289104331,0.46090319823083,0.555902340394093,0.585263084002023,0.572059983598783,0.631853266833627,0.410395145428116,0.503083388379013,0.591954783107753,0.50232923428687,0.544856244640752,0.463670918699953,1,0.452086247970379,0.61592120985043,0.555769349868347,0.571122057271155,0.526466431654856,0.608235223523298,0.619988181537147,0.511084690996126,0.399874836231676,0.537427541299214,0.708980929602385,0.585945172978759,0.544630395068261,0.545149860480827,0.53512809305574,0.578996439985449,0.5497287788008,0.547442066616356,0.46727163545335,0.422815395535518,0.605660608362601,0.555061892878719,0.473284875834809,0.546455021076044,0.531133048792493,0.546081613238471,0.613010086995889,0.550687945218739,0.481822599800228,0.551492205459493,0.568345637982871,0.535389392801149
"Epidermal.Growth.Factor.Receptor..EGFR...ng.mL.",0.503581043524162,0.497875524920085,0.514264264562315,0.510340124875265,0.54023005696296,0.422988833723547,0.487635969614766,0.587441780450802,0.570695215273544,0.53640534586446,0.516694462269884,0.437997159866321,0.541720147962301,0.596191954604442,0.565470993011981,0.615521944916781,0.550654147103421,0.534965931414972,0.452086247970379,1,0.514953609368619,0.593587015343441,0.545085230537137,0.49190993043054,0.474196960610578,0.446344739067385,0.489051421596926,0.478437513700654,0.51731976969701,0.491477524306891,0.482645828414046,0.582676020961988,0.441507541420952,0.519030397439094,0.419906529401302,0.55386692231412,0.517046156186938,0.523343705845221,0.519702890068307,0.469798554744193,0.541579431438684,0.53076129062814,0.524944377288087,0.565335185310765,0.511443227729274,0.450189721467024,0.420791149339118,0.523996494623793,0.547968533056428,0.466159744731608,0.635553030547338
"E.Selectin..ng.mL.",0.530887822568011,0.527261776590897,0.59516059081022,0.416558893343806,0.601955896690211,0.489935591398738,0.476270228201726,0.454866085075096,0.535602923909589,0.526072868222436,0.543763143708109,0.565402383111638,0.460291017614397,0.510504697783987,0.57947493870427,0.502225595781349,0.54169496734287,0.517766826894897,0.61592120985043,0.514953609368619,1,0.530997120276406,0.574956157766612,0.565480037784764,0.531315987838401,0.575185845844199,0.540018795291693,0.477252383259261,0.580130735165799,0.557305843003066,0.58958731798064,0.54227122884302,0.515851509178105,0.540878807986922,0.550541045155492,0.522193042659761,0.525221411473812,0.467903842659899,0.477087058342118,0.569197923134758,0.576775542807502,0.510053072528713,0.559988236999366,0.556639229918223,0.525011351412668,0.57474553354674,0.574081719265672,0.474768108739687,0.484137778754432,0.561642024687594,0.564889917276048
"Factor.VII..ng.mL.",0.483586812164801,0.50908281883227,0.544679470217324,0.460635186644151,0.557636459516726,0.495594166262112,0.554179118866778,0.581618317639928,0.61661072035126,0.584765142960366,0.513962839856547,0.530372188968325,0.526879167068798,0.512041990362248,0.60342864305583,0.561232500912447,0.547173656808148,0.500283612341065,0.555769349868347,0.593587015343441,0.530997120276406,1,0.551638341634803,0.448613256116976,0.576792859798411,0.509384303379948,0.447556679779103,0.499949372477532,0.542476269030702,0.568679898972899,0.512934407131842,0.49937968237155,0.475456222624892,0.51377239335449,0.463227915284555,0.495724792663959,0.528331253322855,0.531128752062308,0.495781286957403,0.555026669781274,0.596447277414518,0.55916735379508,0.537938961948082,0.576077863765205,0.555928655699351,0.537695007890605,0.464038479062519,0.536284908208419,0.580542785042968,0.470265648719769,0.602881180027137
"Fibrinogen..mg.mL.",0.634172271238551,0.680746817780917,0.47627554380261,0.463470849132768,0.56414681722962,0.484502783730243,0.487262479590267,0.539983276436961,0.597311539417411,0.635770108280582,0.450517269124895,0.611737041343231,0.50958045484973,0.521198756116115,0.766791831302697,0.613508439966394,0.579784827909695,0.490433711724652,0.571122057271155,0.545085230537137,0.574956157766612,0.551638341634803,1,0.546980717473681,0.60180708354007,0.636815010308761,0.585812230955324,0.489643049484805,0.539816601061068,0.607246815901659,0.52368358605538,0.534845593816953,0.50506091437475,0.551958871773364,0.624938732685753,0.505233460479173,0.49163085365832,0.504305119928977,0.506835630846785,0.569045784208003,0.724192090503751,0.524847513750353,0.553411908282654,0.664341776983259,0.494405447925425,0.592651884658528,0.505481109647486,0.477461503897446,0.498258964576851,0.510971885913389,0.65819003382661
"Ferritin..FRTN...ng.mL.",0.513301406285417,0.468898440375437,0.473598482180171,0.459560534938003,0.504193096370315,0.536398710988411,0.448450892708518,0.460765660222298,0.522462686986561,0.508914830975655,0.527712868803912,0.553106116405411,0.497540001476225,0.477242191979544,0.52433800342904,0.518524891345087,0.538761171971901,0.50034185815079,0.526466431654856,0.49190993043054,0.565480037784764,0.448613256116976,0.546980717473681,1,0.542710551847163,0.541960135452827,0.532961986891606,0.441265503617268,0.492200888686346,0.472631896312121,0.521247846159381,0.480187686484518,0.513997072140484,0.546236023429125,0.528124805991497,0.524773751764106,0.441368366970994,0.454850886611036,0.506077221716141,0.506947784410316,0.556492463178995,0.516918353647654,0.525009804666599,0.507320865992282,0.482146926128839,0.524033955270169,0.505028803660551,0.512924659975742,0.544538826543491,0.55706719869527,0.545930799286898
